,Season,Team_1,Team_2,T1_COL,T1_DOL,T1_MOR,T1_POM,T1_RTH,T1_SAG,T1_WLK,T1_WOL,T1_Seed,T2_COL,T2_DOL,T2_MOR,T2_POM,T2_RTH,T2_SAG,T2_WLK,T2_WOL,T2_Seed,Result
222,2006,1335,1400,93,105,119,103,115,97,94,103,15,8,6,5,6,5,4,4,8,2,0
223,2006,1284,1437,170,158,190,194,199,177,164,165,16,2,3,6,3,3,3,3,3,1,0
224,2006,1356,1452,30,46,53,48,57,45,44,46,11,29,24,21,18,19,21,24,24,6,0
225,2006,1130,1285,18,12,15,19,17,17,18,14,4,67,66,115,90,94,100,71,72,12,1
226,2006,1181,1203,1,1,3,1,1,1,1,1,1,17,9,42,31,18,22,16,6,8,1
227,2006,1196,1454,13,8,8,5,8,6,7,10,3,61,73,57,68,79,66,57,67,11,1
228,2006,1211,1231,6,5,39,27,15,18,17,5,3,38,37,33,41,26,25,30,25,6,1
229,2006,1261,1401,15,19,17,13,14,12,12,16,4,34,26,19,33,30,39,39,40,12,1
230,2006,1104,1417,54,61,45,71,48,57,61,57,10,7,10,7,12,13,13,14,17,2,0
231,2006,1228,1449,9,11,9,11,7,7,9,9,4,19,20,14,20,22,20,23,29,5,0
232,2006,1397,1455,14,17,22,15,16,14,15,15,2,22,25,54,39,37,32,27,28,7,0
233,2006,1133,1338,46,51,47,32,49,37,33,47,13,10,13,11,8,9,10,11,12,5,1
234,2006,1163,1246,3,2,2,2,2,2,2,2,1,35,38,23,30,29,34,37,39,8,1
235,2006,1206,1314,45,43,75,28,53,38,25,37,11,11,14,1,10,10,9,8,13,3,1
236,2006,1207,1326,27,21,20,17,21,16,19,23,7,5,7,12,9,6,8,6,7,2,1
237,2006,1137,1272,43,23,91,42,46,43,41,18,9,4,4,10,7,4,5,5,4,1,0
238,2006,1301,1400,36,30,28,25,25,24,36,31,10,8,6,5,6,5,4,4,8,2,0
239,2006,1112,1437,37,36,26,35,38,41,47,48,8,2,3,6,3,3,3,3,3,1,0
240,2006,1322,1452,73,65,122,74,102,87,85,54,14,29,24,21,18,19,21,24,24,6,0
241,2006,1181,1261,1,1,3,1,1,1,1,1,1,15,19,17,13,14,12,12,16,4,0
242,2006,1133,1272,46,51,47,32,49,37,33,47,13,4,4,10,7,4,5,5,4,1,0
243,2006,1400,1452,8,6,5,6,5,4,4,8,2,29,24,21,18,19,21,24,24,6,1
244,2006,1211,1417,6,5,39,27,15,18,17,5,3,7,10,7,12,13,13,14,17,2,0
245,2006,1163,1449,3,2,2,2,2,2,2,2,1,19,20,14,20,22,20,23,29,5,1
246,2006,1196,1207,13,8,8,5,8,6,7,10,3,27,21,20,17,21,16,19,23,7,1
247,2006,1206,1455,45,43,75,28,53,38,25,37,11,22,25,54,39,37,32,27,28,7,1
248,2006,1130,1437,18,12,15,19,17,17,18,14,4,2,3,6,3,3,3,3,3,1,0
249,2006,1261,1400,15,19,17,13,14,12,12,16,4,8,6,5,6,5,4,4,8,2,1
250,2006,1272,1417,4,4,10,7,4,5,5,4,1,7,10,7,12,13,13,14,17,2,0
251,2006,1196,1437,13,8,8,5,8,6,7,10,3,2,3,6,3,3,3,3,3,1,1
252,2006,1163,1206,3,2,2,2,2,2,2,2,1,45,43,75,28,53,38,25,37,11,0
253,2006,1196,1206,13,8,8,5,8,6,7,10,3,45,43,75,28,53,38,25,37,11,1
254,2006,1261,1417,15,19,17,13,14,12,12,16,4,7,10,7,12,13,13,14,17,2,0
255,2006,1196,1417,13,8,8,5,8,6,7,10,3,7,10,7,12,13,13,14,17,2,1
256,2007,1197,1310,180,208,248,256,235,231,204,180,16,142,138,143,169,173,162,152,152,16,0
257,2007,1130,1403,36,37,37,42,36,34,43,38,7,52,48,68,68,57,64,65,59,10,1
258,2007,1139,1330,22,31,66,27,41,21,36,26,5,54,57,67,69,68,68,56,45,12,1
259,2007,1125,1207,120,129,129,132,152,126,105,115,15,10,8,4,6,7,8,6,8,2,0
260,2007,1211,1231,56,53,41,54,47,46,52,47,10,37,27,30,20,30,28,28,36,7,0
261,2007,1257,1390,24,29,9,15,29,33,31,37,6,55,63,47,53,39,53,62,46,11,1
262,2007,1172,1268,38,26,69,74,61,55,25,21,13,18,13,8,11,14,11,12,18,4,0
263,2007,1266,1277,21,24,27,28,24,36,39,27,8,29,32,33,13,23,22,27,33,9,0
264,2007,1184,1314,148,162,188,188,187,168,164,147,16,3,3,1,1,2,1,1,4,1,0
265,2007,1148,1326,154,160,151,174,185,193,161,162,16,1,1,6,4,1,2,2,1,1,0
266,2007,1338,1460,7,10,15,12,10,10,11,11,3,76,83,87,97,97,88,79,78,14,1
267,2007,1335,1401,90,89,104,102,106,110,91,101,14,13,11,5,5,9,9,9,16,3,0
268,2007,1417,1451,2,7,11,8,3,6,5,3,2,143,140,184,184,157,153,150,140,15,1
269,2007,1181,1433,15,15,17,10,15,13,13,24,6,39,44,74,72,64,58,34,32,11,0
270,2007,1203,1435,66,68,78,82,83,71,69,70,11,47,50,45,51,46,54,55,49,6,0
271,2007,1331,1450,95,87,109,94,101,96,80,98,14,16,17,25,33,13,23,20,15,3,0
272,2007,1140,1462,25,42,43,55,42,44,32,25,8,33,55,22,34,50,41,29,53,9,0
273,2007,1196,1238,6,5,3,3,4,3,3,5,1,178,225,273,292,238,232,196,168,16,1
274,2007,1242,1310,5,4,2,2,6,4,4,6,1,142,138,143,169,173,162,152,152,16,1
275,2007,1246,1437,19,21,20,18,17,18,16,22,8,23,20,16,19,22,20,17,31,9,1
276,2007,1272,1317,9,6,7,9,8,7,8,7,2,133,155,164,185,158,143,140,131,15,1
277,2007,1166,1305,26,36,21,32,45,30,19,29,10,17,19,57,63,27,31,21,12,7,0
278,2007,1275,1332,111,104,89,93,107,99,96,108,14,12,14,13,21,11,15,14,10,3,0
279,2007,1112,1345,14,25,32,23,12,12,15,17,8,43,38,38,22,34,32,37,48,9,0
280,2007,1221,1356,77,79,93,100,108,93,73,77,13,8,9,29,35,18,17,10,9,4,0
281,2007,1253,1397,78,81,95,131,95,91,86,72,12,20,23,34,39,20,24,24,19,5,0
282,2007,1308,1400,60,70,91,96,77,83,74,62,13,27,16,12,16,19,16,22,20,4,0
283,2007,1210,1424,42,30,18,14,21,19,30,40,10,11,22,35,52,26,29,23,14,7,0
284,2007,1116,1425,45,46,24,30,40,40,42,52,12,30,43,44,43,25,35,41,28,5,0
285,2007,1107,1438,107,102,136,150,143,124,103,89,13,46,39,49,48,33,39,54,44,4,0
286,2007,1228,1439,31,34,40,24,38,45,40,42,12,41,35,31,26,32,25,33,41,5,0
287,2007,1323,1457,28,18,14,17,16,14,18,23,6,68,12,82,71,52,37,38,13,11,0
288,2007,1394,1458,82,72,119,129,91,86,72,69,15,4,2,10,7,5,5,7,2,2,0
289,2007,1139,1268,22,31,66,27,41,21,36,26,5,18,13,8,11,14,11,12,18,4,1
290,2007,1130,1207,36,37,37,42,36,34,43,38,7,10,8,4,6,7,8,6,8,2,0
291,2007,1277,1314,29,32,33,13,23,22,27,33,9,3,3,1,1,2,1,1,4,1,0
292,2007,1326,1462,1,1,6,4,1,2,2,1,1,33,55,22,34,50,41,29,53,9,1
293,2007,1338,1433,7,10,15,12,10,10,11,11,3,39,44,74,72,64,58,34,32,11,1
294,2007,1257,1401,24,29,9,15,29,33,31,37,6,13,11,5,5,9,9,9,16,3,0
295,2007,1231,1417,37,27,30,20,30,28,28,36,7,2,7,11,8,3,6,5,3,2,0
296,2007,1435,1450,47,50,45,51,46,54,55,49,6,16,17,25,33,13,23,20,15,3,1
297,2007,1196,1345,6,5,3,3,4,3,3,5,1,43,38,38,22,34,32,37,48,9,1
298,2007,1242,1246,5,4,2,2,6,4,4,6,1,19,21,20,18,17,18,16,22,8,1
299,2007,1272,1305,9,6,7,9,8,7,8,7,2,17,19,57,63,27,31,21,12,7,1
300,2007,1332,1457,12,14,13,21,11,15,14,10,3,68,12,82,71,52,37,38,13,11,1
301,2007,1356,1439,8,9,29,35,18,17,10,9,4,41,35,31,26,32,25,33,41,5,1
302,2007,1397,1438,20,23,34,39,20,24,24,19,5,46,39,49,48,33,39,54,44,4,1
303,2007,1424,1458,11,22,35,52,26,29,23,14,7,4,2,10,7,5,5,7,2,2,1
304,2007,1400,1425,27,16,12,16,19,16,22,20,4,30,43,44,43,25,35,41,28,5,0
305,2007,1242,1356,5,4,2,2,6,4,4,6,1,8,9,29,35,18,17,10,9,4,1
306,2007,1272,1401,9,6,7,9,8,7,8,7,2,13,11,5,5,9,9,9,16,3,1
307,2007,1326,1397,1,1,6,4,1,2,2,1,1,20,23,34,39,20,24,24,19,5,1
308,2007,1338,1417,7,10,15,12,10,10,11,11,3,2,7,11,8,3,6,5,3,2,0
309,2007,1139,1196,22,31,66,27,41,21,36,26,5,6,5,3,3,4,3,3,5,1,0
310,2007,1207,1435,10,8,4,6,7,8,6,8,2,47,50,45,51,46,54,55,49,6,1
311,2007,1314,1425,3,3,1,1,2,1,1,4,1,30,43,44,43,25,35,41,28,5,1
312,2007,1332,1424,12,14,13,21,11,15,14,10,3,11,22,35,52,26,29,23,14,7,1
313,2007,1272,1326,9,6,7,9,8,7,8,7,2,1,1,6,4,1,2,2,1,1,0
314,2007,1242,1417,5,4,2,2,6,4,4,6,1,2,7,11,8,3,6,5,3,2,0
315,2007,1196,1332,6,5,3,3,4,3,3,5,1,12,14,13,21,11,15,14,10,3,1
316,2007,1207,1314,10,8,4,6,7,8,6,8,2,3,3,1,1,2,1,1,4,1,1
317,2007,1196,1417,6,5,3,3,4,3,3,5,1,2,7,11,8,3,6,5,3,2,1
318,2007,1207,1326,10,8,4,6,7,8,6,8,2,1,1,6,4,1,2,2,1,1,0
319,2007,1196,1326,6,5,3,3,4,3,3,5,1,1,1,6,4,1,2,2,1,1,1
320,2008,1164,1291,249,288,287,309,288,288,254,254,16,174,184,161,169,187,178,170,170,16,0
321,2008,1125,1181,90,115,160,160,135,134,92,87,15,6,7,6,6,5,5,5,7,2,0
322,2008,1242,1340,5,3,1,1,4,2,3,4,1,108,110,115,126,137,118,111,103,16,1
323,2008,1243,1425,49,38,23,15,32,32,49,43,11,28,26,20,20,19,22,25,26,6,1
324,2008,1246,1266,57,66,40,61,58,60,67,62,11,23,22,14,12,15,14,18,20,6,0
325,2008,1277,1396,18,14,17,17,22,18,23,17,5,51,64,66,65,65,64,44,58,12,1
326,2008,1206,1323,71,90,98,93,90,87,72,80,12,21,18,21,27,17,23,24,18,5,0
327,2008,1331,1338,65,60,89,79,78,72,56,60,13,17,16,13,26,21,16,17,16,4,0
328,2008,1124,1345,42,37,43,39,31,38,41,37,11,27,24,25,25,28,29,32,30,6,0
329,2008,1165,1390,75,80,131,132,114,105,76,61,14,14,10,12,10,10,10,14,12,3,0
330,2008,1140,1401,30,29,42,44,33,30,28,31,8,29,25,19,16,25,27,34,33,9,0
331,2008,1290,1417,240,291,301,318,305,304,277,282,16,3,4,4,2,2,3,2,3,1,0
332,2008,1245,1424,24,31,60,66,39,41,27,23,9,25,36,61,53,43,45,43,38,8,0
333,2008,1450,1457,22,13,15,11,12,12,15,14,4,119,103,121,109,120,107,106,112,13,1
334,2008,1112,1452,48,35,24,22,27,28,35,40,10,26,27,18,23,24,19,21,28,7,0
335,2008,1168,1458,81,86,93,110,100,83,73,81,14,7,6,8,4,7,6,7,6,3,0
336,2008,1208,1462,100,85,57,81,79,91,112,96,14,12,15,22,18,16,11,11,13,3,0
337,2008,1116,1231,34,44,28,40,41,39,40,41,9,16,17,33,19,20,21,22,22,8,1
338,2008,1139,1375,10,12,41,32,13,24,13,11,7,40,55,86,75,55,55,55,39,10,1
339,2008,1172,1211,37,32,27,33,40,26,19,25,10,31,28,31,28,30,25,26,27,7,1
340,2008,1207,1420,8,9,5,8,9,8,8,9,2,109,102,158,145,139,124,107,95,15,1
341,2008,1129,1257,77,88,114,131,131,106,93,116,14,13,21,9,9,11,13,12,15,3,0
342,2008,1272,1426,2,2,3,3,1,4,4,2,1,151,161,199,186,164,168,163,144,16,1
343,2008,1274,1388,35,34,47,47,34,36,39,36,7,36,33,62,46,37,31,30,29,10,1
344,2008,1280,1332,38,43,26,34,38,40,29,45,8,59,39,30,37,35,35,48,50,9,1
345,2008,1291,1314,174,184,161,169,187,178,170,170,16,1,1,2,5,3,1,1,1,1,0
346,2008,1328,1386,33,30,46,36,29,33,36,32,6,54,58,58,55,61,51,37,53,11,1
347,2008,1163,1360,20,20,16,21,23,20,20,19,4,104,105,100,117,110,112,120,98,13,0
348,2008,1373,1435,84,99,99,113,107,97,83,86,13,15,23,32,48,26,34,31,24,4,1
349,2008,1110,1397,128,139,164,159,158,155,126,126,15,4,5,10,14,8,7,6,5,2,0
350,2008,1122,1400,124,135,135,170,157,152,128,118,15,9,8,7,7,6,9,9,8,2,0
351,2008,1155,1437,19,19,11,13,18,17,16,21,5,47,45,35,51,46,53,53,42,12,0
352,2008,1179,1443,11,11,34,24,14,15,10,10,5,41,46,65,64,49,46,38,34,12,0
353,2008,1242,1424,5,3,1,1,4,2,3,4,1,25,36,61,53,43,45,43,38,8,1
354,2008,1277,1338,18,14,17,17,22,18,23,17,5,17,16,13,26,21,16,17,16,4,1
355,2008,1266,1390,23,22,14,12,15,14,18,20,6,14,10,12,10,10,10,14,12,3,0
356,2008,1401,1417,29,25,19,16,25,27,34,33,9,3,4,4,2,2,3,2,3,1,0
357,2008,1323,1450,21,18,21,27,17,23,24,18,5,22,13,15,11,12,12,15,14,4,0
358,2008,1181,1452,6,7,6,6,5,5,5,7,2,26,27,18,23,24,19,21,28,7,0
359,2008,1243,1458,49,38,23,15,32,32,49,43,11,7,6,8,4,7,6,7,6,3,0
360,2008,1345,1462,27,24,25,25,28,29,32,30,6,12,15,22,18,16,11,11,13,3,0
361,2008,1172,1207,37,32,27,33,40,26,19,25,10,8,9,5,8,9,8,8,9,2,1
362,2008,1257,1328,13,21,9,9,11,13,12,15,3,33,30,46,36,29,33,36,32,6,1
363,2008,1272,1280,2,2,3,3,1,4,4,2,1,38,43,26,34,38,40,29,45,8,1
364,2008,1116,1314,34,44,28,40,41,39,40,41,9,1,1,2,5,3,1,1,1,1,0
365,2008,1139,1397,10,12,41,32,13,24,13,11,7,4,5,10,14,8,7,6,5,2,0
366,2008,1274,1400,35,34,47,47,34,36,39,36,7,9,8,7,7,6,9,9,8,2,0
367,2008,1373,1437,84,99,99,113,107,97,83,86,13,47,45,35,51,46,53,53,42,12,0
368,2008,1360,1443,104,105,100,117,110,112,120,98,13,41,46,65,64,49,46,38,34,12,0
369,2008,1257,1397,13,21,9,9,11,13,12,15,3,4,5,10,14,8,7,6,5,2,1
370,2008,1314,1450,1,1,2,5,3,1,1,1,1,22,13,15,11,12,12,15,14,4,1
371,2008,1417,1443,3,4,4,2,2,3,2,3,1,41,46,65,64,49,46,38,34,12,1
372,2008,1452,1462,26,27,18,23,24,19,21,28,7,12,15,22,18,16,11,11,13,3,0
373,2008,1172,1458,37,32,27,33,40,26,19,25,10,7,6,8,4,7,6,7,6,3,1
374,2008,1242,1437,5,3,1,1,4,2,3,4,1,47,45,35,51,46,53,53,42,12,1
375,2008,1272,1277,2,2,3,3,1,4,4,2,1,18,14,17,17,22,18,23,17,5,1
376,2008,1390,1400,14,10,12,10,10,10,14,12,3,9,8,7,7,6,9,9,8,2,0
377,2008,1257,1314,13,21,9,9,11,13,12,15,3,1,1,2,5,3,1,1,1,1,0
378,2008,1417,1462,3,4,4,2,2,3,2,3,1,12,15,22,18,16,11,11,13,3,1
379,2008,1172,1242,37,32,27,33,40,26,19,25,10,5,3,1,1,4,2,3,4,1,0
380,2008,1272,1400,2,2,3,3,1,4,4,2,1,9,8,7,7,6,9,9,8,2,1
381,2008,1242,1314,5,3,1,1,4,2,3,4,1,1,1,2,5,3,1,1,1,1,1
382,2008,1272,1417,2,2,3,3,1,4,4,2,1,3,4,4,2,2,3,2,3,1,1
383,2008,1242,1272,5,3,1,1,4,2,3,4,1,2,2,3,3,1,4,4,2,1,1
384,2009,1106,1287,168,196,232,195,258,210,175,212,16,186,177,170,167,188,187,164,173,16,0
385,2009,1151,1163,181,200,176,213,199,208,173,183,16,4,3,5,3,3,3,2,1,1,0
386,2009,1127,1181,101,115,168,162,151,158,115,110,15,3,5,6,7,5,4,5,4,2,0
387,2009,1103,1211,110,107,92,91,116,101,92,111,13,20,13,9,5,15,8,10,13,4,0
388,2009,1139,1261,21,30,57,43,38,33,26,20,9,30,23,37,46,36,40,36,33,8,0
389,2009,1143,1268,36,29,45,29,29,28,31,31,7,46,44,40,54,35,44,43,45,10,0
390,2009,1169,1272,151,150,127,104,139,122,145,144,15,6,4,3,1,6,6,4,5,2,0
391,2009,1155,1276,23,24,22,22,24,19,20,19,7,45,41,47,49,32,35,46,32,10,0
392,2009,1314,1347,2,1,2,2,2,1,1,3,1,137,147,162,170,160,164,107,129,16,1
393,2009,1288,1328,136,162,182,139,183,144,119,133,15,8,8,20,17,8,9,8,8,2,0
394,2009,1320,1345,56,75,79,82,78,82,70,67,12,16,25,17,14,13,11,16,15,5,0
395,2009,1278,1400,31,34,55,45,26,32,37,30,10,38,33,30,28,27,29,30,35,7,0
396,2009,1140,1401,29,27,33,18,30,23,25,28,8,35,36,42,52,34,46,42,37,9,0
397,2009,1417,1433,18,18,10,9,16,17,17,26,6,69,81,64,55,84,76,54,69,11,1
398,2009,1110,1437,90,89,107,109,126,112,94,81,14,9,10,13,19,9,16,13,9,3,0
399,2009,1228,1443,17,20,27,23,17,21,21,17,5,67,82,93,99,92,87,78,70,12,0
400,2009,1280,1449,57,77,29,60,65,70,61,71,13,14,16,16,16,19,18,18,24,4,0
401,2009,1112,1428,53,42,38,39,39,43,50,53,12,22,32,43,25,37,26,29,34,5,1
402,2009,1113,1396,24,14,14,12,21,20,23,27,6,50,56,50,47,66,52,33,44,11,1
403,2009,1156,1448,66,61,77,68,79,67,55,59,13,13,11,19,21,11,12,9,10,4,1
404,2009,1173,1452,34,40,86,83,61,64,53,36,11,26,19,8,8,18,14,15,21,6,1
405,2009,1242,1295,11,15,11,11,14,15,12,16,3,86,64,87,71,91,79,66,74,14,1
406,2009,1257,1287,5,6,1,4,4,5,6,6,1,186,177,170,167,188,187,164,173,16,1
407,2009,1266,1429,27,21,15,20,20,22,24,23,6,28,28,90,56,48,41,40,25,11,1
408,2009,1277,1352,7,7,18,13,7,7,7,7,2,118,130,129,122,157,137,123,123,15,1
409,2009,1165,1281,124,124,98,100,131,118,117,127,14,10,12,12,10,10,10,11,11,3,0
410,2009,1329,1397,32,31,28,33,28,30,27,29,8,39,39,21,32,42,36,32,47,9,1
411,2009,1190,1338,128,132,134,113,145,133,101,122,16,1,2,4,6,1,2,3,2,1,0
412,2009,1326,1373,25,26,35,36,23,25,28,22,8,33,45,62,65,63,58,34,39,9,0
413,2009,1372,1393,94,87,138,93,113,95,82,85,14,12,9,7,15,12,13,14,12,3,0
414,2009,1130,1425,44,43,48,59,41,47,52,42,7,40,35,24,27,33,34,38,48,10,0
415,2009,1199,1458,15,17,23,35,22,27,22,14,5,43,48,25,30,31,31,35,40,12,0
416,2009,1340,1462,113,105,165,117,112,102,128,98,13,19,22,26,24,25,24,19,18,4,0
417,2009,1163,1401,4,3,5,3,3,3,2,1,1,35,36,42,52,34,46,42,37,9,1
418,2009,1181,1400,3,5,6,7,5,4,5,4,2,38,33,30,28,27,29,30,35,7,1
419,2009,1211,1443,20,13,9,5,15,8,10,13,4,67,82,93,99,92,87,78,70,12,1
420,2009,1268,1272,46,44,40,54,35,44,43,45,10,6,4,3,1,6,6,4,5,2,0
421,2009,1261,1314,30,23,37,46,36,40,36,33,8,2,1,2,2,2,1,1,3,1,0
422,2009,1276,1328,45,41,47,49,32,35,46,32,10,8,8,20,17,8,9,8,8,2,0
423,2009,1345,1449,16,25,17,14,13,11,16,15,5,14,16,16,16,19,18,18,24,4,1
424,2009,1417,1437,18,18,10,9,16,17,17,26,6,9,10,13,19,9,16,13,9,3,0
425,2009,1112,1156,53,42,38,39,39,43,50,53,12,66,61,77,68,79,67,55,59,13,1
426,2009,1173,1242,34,40,86,83,61,64,53,36,11,11,15,11,11,14,15,12,16,3,0
427,2009,1257,1373,5,6,1,4,4,5,6,6,1,33,45,62,65,63,58,34,39,9,1
428,2009,1277,1425,7,7,18,13,7,7,7,7,2,40,35,24,27,33,34,38,48,10,1
429,2009,1266,1281,27,21,15,20,20,22,24,23,6,10,12,12,10,10,10,11,11,3,0
430,2009,1329,1338,32,31,28,33,28,30,27,29,8,1,2,4,6,1,2,3,2,1,0
431,2009,1113,1393,24,14,14,12,21,20,23,27,6,12,9,7,15,12,13,14,12,3,0
432,2009,1458,1462,43,48,25,30,31,31,35,40,12,19,22,26,24,25,24,19,18,4,0
433,2009,1163,1345,4,3,5,3,3,3,2,1,1,16,25,17,14,13,11,16,15,5,1
434,2009,1272,1281,6,4,3,1,6,6,4,5,2,10,12,12,10,10,10,11,11,3,0
435,2009,1338,1462,1,2,4,6,1,2,3,2,1,19,22,26,24,25,24,19,18,4,1
436,2009,1181,1437,3,5,6,7,5,4,5,4,2,9,10,13,19,9,16,13,9,3,0
437,2009,1112,1257,53,42,38,39,39,43,50,53,12,5,6,1,4,4,5,6,6,1,0
438,2009,1242,1277,11,15,11,11,14,15,12,16,3,7,7,18,13,7,7,7,7,2,0
439,2009,1211,1314,20,13,9,5,15,8,10,13,4,2,1,2,2,2,1,1,3,1,0
440,2009,1328,1393,8,8,20,17,8,9,8,8,2,12,9,7,15,12,13,14,12,3,1
441,2009,1163,1281,4,3,5,3,3,3,2,1,1,10,12,12,10,10,10,11,11,3,1
442,2009,1338,1437,1,2,4,6,1,2,3,2,1,9,10,13,19,9,16,13,9,3,0
443,2009,1257,1277,5,6,1,4,4,5,6,6,1,7,7,18,13,7,7,7,7,2,0
444,2009,1314,1328,2,1,2,2,2,1,1,3,1,8,8,20,17,8,9,8,8,2,1
445,2009,1163,1277,4,3,5,3,3,3,2,1,1,7,7,18,13,7,7,7,7,2,0
446,2009,1314,1437,2,1,2,2,2,1,1,3,1,9,10,13,19,9,16,13,9,3,1
447,2009,1277,1314,7,7,18,13,7,7,7,7,2,2,1,2,2,2,1,1,3,1,0
448,2010,1115,1457,215,234,269,238,263,239,210,222,16,178,205,199,212,211,210,182,173,16,1
